,Index,Name,DisplayName,PostalCode,GoogleMapsUri
201,287,places/ChIJsZYssRALkkYR0GT-ApPGED4,Café Kasarmi,00100,https://maps.google.com/?cid=4472292764691621072
202,290,places/ChIJVVVVVbYLkkYRjgwGXjmrbnY,Restaurant HOKU,00100,https://maps.google.com/?cid=8533946606792608910
203,291,places/ChIJQ_Kxa5oLkkYRBxflnHvREOg,The Souk,00100,https://maps.google.com/?cid=16722095745270093575
204,292,places/ChIJcTEdQDMKkkYR4KREI40sbuU,Ravintola Teerenpeli,00100,https://maps.google.com/?cid=16532200266817381600
205,293,places/ChIJ34tvQ7wLkkYRrE1wYKI45B4,Pobrecito,00100,https://maps.google.com/?cid=2225966385881697708
206,294,places/ChIJL-wiVzMKkkYRWR2oooy3fTs,Beijing8,00100,https://maps.google.com/?cid=4286784234978811225
207,297,places/ChIJb_4uay0LkkYRc1222RWfxjw,Momotoko Kamppi,00100,https://maps.google.com/?cid=4379362603860122995
208,298,places/ChIJdX26STMKkkYR-DaEIabkg3o,Itsudemo,00100,https://maps.google.com/?cid=8828151096754321144
209,303,places/ChIJOW7LgrwLkkYR0aLiom4_91c,Muromachi Sushi,00100,https://maps.google.com/?cid=6338604744958976721
210,307,places/ChIJdxWR8OULkkYRFXYe8nwFIOc,Restaurant Fusion - Kamppi,00100,https://maps.google.com/?cid=16654317456212260373
211,310,places/ChIJMwAnaTMKkkYRiIA2TxDzwWo,San Marino Pizzeria,00100,https://maps.google.com/?cid=7692696889899516040
212,312,places/ChIJ4ShGqDQKkkYR73YNAnsaG4Q,Mad Wok,00100,https://maps.google.com/?cid=9519231352995411695
213,315,places/ChIJe2oKbDMKkkYRyLlSW8rvww8,Bistro Manu,00100,https://maps.google.com/?cid=1136015183422077384
214,319,places/ChIJv5xGn5sLkkYRsWM1_o_50n4,Restaurant Pupu Tennispalatsi,00100,https://maps.google.com/?cid=9138640990728709041
215,320,places/ChIJl_KuX_YLkkYRfigtwXX1ueA,KotKot Helsinki Tennispalatsi,00100,https://maps.google.com/?cid=16193243821288269950
216,321,places/ChIJqaB9jjQLkkYRolhY7T_aHn4,Hemingway's,00100,https://maps.google.com/?cid=9087941066180024482
217,322,places/ChIJ9-y5gTQKkkYRLA_QWXKFbug,Aleksanterinkadun Burger Oy,00100,https://maps.google.com/?cid=16748470790417026860
218,324,places/ChIJI48EeTQKkkYR6haLs4Waohg,Restaurant Konnichiwa Kamppi,00100,https://maps.google.com/?cid=1775151102170961642
